Parameter,Chisq,Df,p
MC_z,0.044107532852171845,1,0.833653675400267
Agree,13.14301657693914,1,2.885928507213257e-4
Female,0.18275086344579747,1,0.6690197729199007
Age.z,5.883114738140034,1,0.015286755871239247
MC_z:Agree,0.8679980735236614,1,0.3515101233027512
